Index,Description,IconIndex,OptionCount,Option0_code,Option0_Value,Option1_code,Option1_Value,Option2_code,Option2_Value,SendToOthers
3196,중독으로 인한 HP 감소,37,1,HP_DECREASE_ADD,23916,NONE,0,NONE,0,1
3197,중독으로 인한 HP 감소,37,1,HP_DECREASE_ADD,23916,NONE,0,NONE,0,1
3198,중독으로 인한 HP 감소,37,1,HP_DECREASE_ADD,23916,NONE,0,NONE,0,1
3199,중독으로 인한 HP 감소,37,1,HP_DECREASE_ADD,23916,NONE,0,NONE,0,1
3200,중독으로 인한 HP 감소,37,1,HP_DECREASE_ADD,23916,NONE,0,NONE,0,1
3201,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,11324,NONE,0,NONE,0,1
3202,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,11948,NONE,0,NONE,0,1
3203,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,12572,NONE,0,NONE,0,1
3204,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,13156,NONE,0,NONE,0,1
3205,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,13614,NONE,0,NONE,0,1
3206,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,14112,NONE,0,NONE,0,1
3207,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,14530,NONE,0,NONE,0,1
3208,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15028,NONE,0,NONE,0,1
3209,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15446,NONE,0,NONE,0,1
3210,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3211,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3212,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3213,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3214,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3215,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3216,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3217,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3218,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3219,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3220,중독으로 인한 HP 감소,87,1,HP_DECREASE_ADD,15944,NONE,0,NONE,0,1
3221,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3222,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3223,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3224,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3225,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3226,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3227,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3228,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3229,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3230,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3231,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3232,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3233,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3234,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3235,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3236,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3237,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3238,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3239,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3240,일시적 스킬 사용 불가,247,1,SKILL_USESKILL,1,NONE,0,NONE,0,1
3241,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,22500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3242,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,25000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3243,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,27500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3244,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,30000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3245,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,32500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3246,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,35000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3247,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,37500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3248,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,40000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3249,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,42500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3250,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,45000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3251,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,47500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3252,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,50000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3253,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,52500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3254,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,55000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3255,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,57500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3256,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,60000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3257,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,62500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3258,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,65000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3259,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,67500,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
3260,포이즌 저항력 상실\지속적 HP 감소,248,3,HP_DECREASE_ADD,70000,RESIST_POISON_ADD,-75,SPEED_MOVE_MUL,-50,1
4001,HP 스틸,77,1,HP_RECOVERY_ADD,8900,NONE,0,NONE,0,1
4002,HP 스틸,77,1,HP_RECOVERY_ADD,9740,NONE,0,NONE,0,1
4003,HP 스틸,77,1,HP_RECOVERY_ADD,10580,NONE,0,NONE,0,1
4004,HP 스틸,77,1,HP_RECOVERY_ADD,11420,NONE,0,NONE,0,1
4005,HP 스틸,77,1,HP_RECOVERY_ADD,12260,NONE,0,NONE,0,1
4006,HP 스틸,77,1,HP_RECOVERY_ADD,13100,NONE,0,NONE,0,1
4007,HP 스틸,77,1,HP_RECOVERY_ADD,13940,NONE,0,NONE,0,1
4008,HP 스틸,77,1,HP_RECOVERY_ADD,14780,NONE,0,NONE,0,1
4009,HP 스틸,77,1,HP_RECOVERY_ADD,15620,NONE,0,NONE,0,1
4010,HP 스틸,77,1,HP_RECOVERY_ADD,16460,NONE,0,NONE,0,1
4011,HP 스틸,77,1,HP_RECOVERY_ADD,18960,NONE,0,NONE,0,1
4012,HP 스틸,77,1,HP_RECOVERY_ADD,21460,NONE,0,NONE,0,1
4013,HP 스틸,77,1,HP_RECOVERY_ADD,23960,NONE,0,NONE,0,1
4014,HP 스틸,77,1,HP_RECOVERY_ADD,26460,NONE,0,NONE,0,1
4015,HP 스틸,77,1,HP_RECOVERY_ADD,28960,NONE,0,NONE,0,1
4016,HP 스틸,77,1,HP_RECOVERY_ADD,31460,NONE,0,NONE,0,1
4017,HP 스틸,77,1,HP_RECOVERY_ADD,33960,NONE,0,NONE,0,1
4018,HP 스틸,77,1,HP_RECOVERY_ADD,36460,NONE,0,NONE,0,1
4019,HP 스틸,77,1,HP_RECOVERY_ADD,38960,NONE,0,NONE,0,1
4020,HP 스틸,77,1,HP_RECOVERY_ADD,41460,NONE,0,NONE,0,1
4021,지속적 체력 회복,79,1,HP_RECOVERY_ADD,9234,NONE,0,NONE,0,1
4022,지속적 체력 회복,79,1,HP_RECOVERY_ADD,11628,NONE,0,NONE,0,1
4023,지속적 체력 회복,79,1,HP_RECOVERY_ADD,14022,NONE,0,NONE,0,1
4024,지속적 체력 회복,79,1,HP_RECOVERY_ADD,16416,NONE,0,NONE,0,1
4025,지속적 체력 회복,79,1,HP_RECOVERY_ADD,18810,NONE,0,NONE,0,1
4026,지속적 체력 회복,79,1,HP_RECOVERY_ADD,21204,NONE,0,NONE,0,1
4027,지속적 체력 회복,79,1,HP_RECOVERY_ADD,23598,NONE,0,NONE,0,1
4028,지속적 체력 회복,79,1,HP_RECOVERY_ADD,25992,NONE,0,NONE,0,1
4029,지속적 체력 회복,79,1,HP_RECOVERY_ADD,28386,NONE,0,NONE,0,1
4030,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4031,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4032,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4033,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4034,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4035,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4036,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4037,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4038,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4039,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4040,지속적 체력 회복,79,1,HP_RECOVERY_ADD,30780,NONE,0,NONE,0,1
4041,가드성공확률 상승,81,1,RATING_GUARD_ADD,5,NONE,0,NONE,0,1
4042,가드성공확률 상승,81,1,RATING_GUARD_ADD,10,NONE,0,NONE,0,1
4043,가드성공확률 상승,81,1,RATING_GUARD_ADD,15,NONE,0,NONE,0,1
4044,가드성공확률 상승,81,1,RATING_GUARD_ADD,20,NONE,0,NONE,0,1
4045,가드성공확률 상승,81,1,RATING_GUARD_ADD,25,NONE,0,NONE,0,1
4046,가드성공확률 상승,81,1,RATING_GUARD_ADD,30,NONE,0,NONE,0,1
4047,가드성공확률 상승,81,1,RATING_GUARD_ADD,35,NONE,0,NONE,0,1
4048,가드성공확률 상승,81,1,RATING_GUARD_ADD,40,NONE,0,NONE,0,1
4049,가드성공확률 상승,81,1,RATING_GUARD_ADD,45,NONE,0,NONE,0,1
4050,가드성공확률 상승,81,1,RATING_GUARD_ADD,50,NONE,0,NONE,0,1
4051,가드성공확률 상승,81,1,RATING_GUARD_ADD,55,NONE,0,NONE,0,1
4052,가드성공확률 상승,81,1,RATING_GUARD_ADD,60,NONE,0,NONE,0,1
4053,가드성공확률 상승,81,1,RATING_GUARD_ADD,65,NONE,0,NONE,0,1
4054,가드성공확률 상승,81,1,RATING_GUARD_ADD,70,NONE,0,NONE,0,1
4055,가드성공확률 상승,81,1,RATING_GUARD_ADD,75,NONE,0,NONE,0,1
4056,가드성공확률 상승,81,1,RATING_GUARD_ADD,80,NONE,0,NONE,0,1
4057,가드성공확률 상승,81,1,RATING_GUARD_ADD,85,NONE,0,NONE,0,1
4058,가드성공확률 상승,81,1,RATING_GUARD_ADD,90,NONE,0,NONE,0,1
4059,가드성공확률 상승,81,1,RATING_GUARD_ADD,95,NONE,0,NONE,0,1
4060,가드성공확률 상승,81,1,RATING_GUARD_ADD,100,NONE,0,NONE,0,1
4061,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,37,DEFENSE_MUL,2,NONE,0,1
4062,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,45,DEFENSE_MUL,2,NONE,0,1
4063,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,53,DEFENSE_MUL,3,NONE,0,1
4064,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,61,DEFENSE_MUL,3,NONE,0,1
4065,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,69,DEFENSE_MUL,4,NONE,0,1
4066,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,77,DEFENSE_MUL,4,NONE,0,1
4067,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,85,DEFENSE_MUL,5,NONE,0,1
4068,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,93,DEFENSE_MUL,5,NONE,0,1
4069,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,101,DEFENSE_MUL,6,NONE,0,1
4070,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,109,DEFENSE_MUL,6,NONE,0,1
4071,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,117,DEFENSE_MUL,6,NONE,0,1
4072,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,125,DEFENSE_MUL,6,NONE,0,1
4073,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,133,DEFENSE_MUL,6,NONE,0,1
4074,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,141,DEFENSE_MUL,6,NONE,0,1
4075,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,149,DEFENSE_MUL,6,NONE,0,1
4076,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,157,DEFENSE_MUL,6,NONE,0,1
4077,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,165,DEFENSE_MUL,6,NONE,0,1
4078,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,173,DEFENSE_MUL,6,NONE,0,1
4079,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,181,DEFENSE_MUL,6,NONE,0,1
4080,일시적 물리 방어력 상승,73,2,DEFENSE_MIN_ADD,191,DEFENSE_MUL,6,NONE,0,1
4081,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,4,DAMAGE_MAGICAL_MUL,3,NONE,0,1
4082,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,4,DAMAGE_MAGICAL_MUL,3,NONE,0,1
4083,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,5,DAMAGE_MAGICAL_MUL,4,NONE,0,1
4084,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,5,DAMAGE_MAGICAL_MUL,4,NONE,0,1
4085,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,6,DAMAGE_MAGICAL_MUL,5,NONE,0,1
4086,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,6,DAMAGE_MAGICAL_MUL,5,NONE,0,1
4087,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,7,DAMAGE_MAGICAL_MUL,6,NONE,0,1
4088,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,8,DAMAGE_MAGICAL_MUL,6,NONE,0,1
4089,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,9,DAMAGE_MAGICAL_MUL,7,NONE,0,1
4090,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4091,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4092,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4093,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4094,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4095,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4096,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4097,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4098,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4099,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4100,일시적 물리 공격력 상승\일시적 마법 공격력 상승,74,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,8,NONE,0,1
4101,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,3,MP_DECREASE_ADD,1000,NONE,0,1
4102,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,4,MP_DECREASE_ADD,1250,NONE,0,1
4103,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,5,MP_DECREASE_ADD,1500,NONE,0,1
4104,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,6,MP_DECREASE_ADD,1750,NONE,0,1
4105,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,7,MP_DECREASE_ADD,2000,NONE,0,1
4106,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,8,MP_DECREASE_ADD,2250,NONE,0,1
4107,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,9,MP_DECREASE_ADD,2500,NONE,0,1
4108,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,10,MP_DECREASE_ADD,2750,NONE,0,1
4109,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,11,MP_DECREASE_ADD,3000,NONE,0,1
4110,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,12,MP_DECREASE_ADD,3250,NONE,0,1
4111,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,13,MP_DECREASE_ADD,3500,NONE,0,1
4112,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,14,MP_DECREASE_ADD,3750,NONE,0,1
4113,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,15,MP_DECREASE_ADD,4000,NONE,0,1
4114,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,16,MP_DECREASE_ADD,4250,NONE,0,1
4115,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,17,MP_DECREASE_ADD,4500,NONE,0,1
4116,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,18,MP_DECREASE_ADD,4750,NONE,0,1
4117,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,19,MP_DECREASE_ADD,5000,NONE,0,1
4118,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,20,MP_DECREASE_ADD,5250,NONE,0,1
4119,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,21,MP_DECREASE_ADD,5500,NONE,0,1
4120,추가 저주 데미지\저주로 인한 정신분열 발생,82,2,DAMAGERATE_CURSE_ADD,22,MP_DECREASE_ADD,5750,NONE,0,1
4121,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-13,DAMAGE_PHYSICAL_MUL,-1,NONE,0,1
4122,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-17,DAMAGE_PHYSICAL_MUL,-2,NONE,0,1
4123,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-21,DAMAGE_PHYSICAL_MUL,-2,NONE,0,1
4124,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-26,DAMAGE_PHYSICAL_MUL,-3,NONE,0,1
4125,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-30,DAMAGE_PHYSICAL_MUL,-3,NONE,0,1
4126,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-35,DAMAGE_PHYSICAL_MUL,-4,NONE,0,1
4127,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-39,DAMAGE_PHYSICAL_MUL,-4,NONE,0,1
4128,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-44,DAMAGE_PHYSICAL_MUL,-5,NONE,0,1
4129,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-48,DAMAGE_PHYSICAL_MUL,-5,NONE,0,1
4130,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-53,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4131,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-65,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4132,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-77,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4133,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-89,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4134,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-101,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4135,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-113,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4136,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-125,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4137,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-137,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4138,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-149,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4139,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-161,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4140,물리 공격력 저하,71,2,DAMAGE_MINPHYSICAL_ADD,-173,DAMAGE_PHYSICAL_MUL,-6,NONE,0,1
4141,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-30,DEFENSE_MUL,-2,NONE,0,1
4142,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-34,DEFENSE_MUL,-2,NONE,0,1
4143,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-37,DEFENSE_MUL,-2,NONE,0,1
4144,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-40,DEFENSE_MUL,-2,NONE,0,1
4145,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-45,DEFENSE_MUL,-2,NONE,0,1
4146,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-49,DEFENSE_MUL,-2,NONE,0,1
4147,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-53,DEFENSE_MUL,-2,NONE,0,1
4148,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-58,DEFENSE_MUL,-2,NONE,0,1
4149,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-62,DEFENSE_MUL,-2,NONE,0,1
4150,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-66,DEFENSE_MUL,-2,NONE,0,1
4151,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-76,DEFENSE_MUL,-2,NONE,0,1
4152,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-86,DEFENSE_MUL,-2,NONE,0,1
4153,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-96,DEFENSE_MUL,-2,NONE,0,1
4154,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-106,DEFENSE_MUL,-2,NONE,0,1
4155,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-116,DEFENSE_MUL,-2,NONE,0,1
4156,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-126,DEFENSE_MUL,-2,NONE,0,1
4157,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-136,DEFENSE_MUL,-2,NONE,0,1
4158,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-146,DEFENSE_MUL,-2,NONE,0,1
4159,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-156,DEFENSE_MUL,-2,NONE,0,1
4160,물리 방어력 감소,76,2,DEFENSE_MIN_ADD,-146,DEFENSE_MUL,-2,NONE,0,1
4161,마법 공격력 감소,68,2,DAMAGE_MINMAGICAL_ADD,-20,DAMAGE_MAGICAL_MUL,-3,NONE,0,1
4162,마법 공격력 감소,68,2,DAMAGE_MINMAGICAL_ADD,-35,DAMAGE_MAGICAL_MUL,-3,NONE,0,1
4163,마법 공격력 감소,68,2,DAMAGE_MINMAGICAL_ADD,-50,DAMAGE_MAGICAL_MUL,-4,NONE,0,1
4164,마법 공격력 감소,68,2,DAMAGE_MINMAGICAL_ADD,-65,DAMAGE_MAGICAL_MUL,-4,NONE,0,1
4165,마법 공격력 감소,68,2,DAMAGE_MINMAGICAL_ADD,-80,DAMAGE_MAGICAL_MUL,-5,NONE,0,1
