Item Index,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,Name,StackNumber,StackDrop_Min,StackDrop_Max,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,Level 1 Item LV,Level 1 Melee Min Attack,Level 1 Melee Max Attack,Level 1 Magic Min Attack,Level 1 Magic Max Attack,Level 1 Defance Min,Level 1 Defance Max,Level 1 Blocking Rate,Level 1 Critical Bonus,Level 1 Str Request,Level 1 Dex Request,Level 1 Spr Request,Level 1 Appraisal Addition,Level 2 Item LV,Level 2 Melee Min Attack,Level 2 Melee Max Attack,Level 2 Magic Min Attack,Level 2 Magic Max Attack,Level 2 Defance Min,Level 2 Defance Max,Level 2 Blocking Rate,Level 2 Critical Bonus,Level 2 Str Request,Level 2 Dex Request,Level 2 Spr Request,Level 2 Appraisal Addition,Level 3 Item LV,Level 3 Melee Min Attack,Level 3 Melee Max Attack,Level 3 Magic Min Attack,Level 3 Magic Max Attack,Level 3 Defance Min,Level 3 Defance Max,Level 3 Blocking Rate,Level 3 Critical Bonus,Level 3 Str Request,Level 3 Dex Request,Level 3 Spr Request,Level 3 Appraisal Addition,Level 4 Item LV,Level 4 Melee Min Attack,Level 4 Melee Max Attack,Level 4 Magic Min Attack,Level 4 Magic Max Attack,Level 4 Defance Min,Level 4 Defance Max,Level 4 Blocking Rate,Level 4 Critical Bonus,Level 4 Str Request,Level 4 Dex Request,Level 4 Spr Request,Level 4 Appraisal Addition,Level 5 Item LV,Level 5 Melee Min Attack,Level 5 Melee Max Attack,Level 5 Magic Min Attack,Level 5 Magic Max Attack,Level 5 Defance Min,Level 5 Defance Max,Level 5 Blocking Rate,Level 5 Critical Bonus,Level 5 Str Request,Level 5 Dex Request,Level 5 Spr Request,Level 5 Appraisal Addition,Level 6 Item LV,Level 6 Melee Min Attack,Level 6 Melee Max Attack,Level 6 Magic Min Attack,Level 6 Magic Max Attack,Level 6 Defance Min,Level 6 Defance Max,Level 6 Blocking Rate,Level 6 Critical Bonus,Level 6 Str Request,Level 6 Dex Request,Level 6 Spr Request,Level 6 Appraisal Addition,Level 7 Item LV,Level 7 Melee Min Attack,Level 7 Melee Max Attack,Level 7 Magic Min Attack,Level 7 Magic Max Attack,Level 7 Defance Min,Level 7 Defance Max,Level 7 Blocking Rate,Level 7 Critical Bonus,Level 7 Str Request,Level 7 Dex Request,Level 7 Spr Request,Level 7 Appraisal Addition,Level 8 Item LV,Level 8 Melee Min Attack,Level 8 Melee Max Attack,Level 8 Magic Min Attack,Level 8 Magic Max Attack,Level 8 Defance Min,Level 8 Defance Max,Level 8 Blocking Rate,Level 8 Critical Bonus,Level 8 Str Request,Level 8 Dex Request,Level 8 Spr Request,Level 8 Appraisal Addition,Level 9 Item LV,Level 9 Melee Min Attack,Level 9 Melee Max Attack,Level 9 Magic Min Attack,Level 9 Magic Max Attack,Level 9 Defance Min,Level 9 Defance Max,Level 9 Blocking Rate,Level 9 Critical Bonus,Level 9 Str Request,Level 9 Dex Request,Level 9 Spr Request,Level 9 Appraisal Addition
2977,0,4,13,0,12,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,36,3985,1,3,µå·¡°ï ½ºÄÉÀÏ,0,1,1,2,1,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,67,224,314,0,0,0,0,33,0,101,0,1,60,67,224,314,0,0,0,0,33,0,101,0,2,60,67,224,314,0,0,0,0,33,0,101,0,3,60,67,224,314,0,0,0,0,33,0,101,0,4,60,67,224,314,0,0,0,0,33,0,101,0,5,60,67,224,314,0,0,0,0,33,0,101,0,6,60,67,224,314,0,0,0,0,33,0,101,0,7,60,67,224,314,0,0,0,0,33,0,101,0,8,60,67,224,314,0,0,0,0,33,0,101,0,9,60,67,224,314,0,0,0,0,33,0,101,0
2978,0,4,13,0,12,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,42,7065,1,3,»çÇÇ¿£ÀÚ,0,1,1,2,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,77,260,364,0,0,0,0,38,0,117,0,1,70,77,260,364,0,0,0,0,38,0,117,0,2,70,77,260,364,0,0,0,0,38,0,117,0,3,70,77,260,364,0,0,0,0,38,0,117,0,4,70,77,260,364,0,0,0,0,38,0,117,0,5,70,77,260,364,0,0,0,0,38,0,117,0,6,70,77,260,364,0,0,0,0,38,0,117,0,7,70,77,260,364,0,0,0,0,38,0,117,0,8,70,77,260,364,0,0,0,0,38,0,117,0,9,70,77,260,364,0,0,0,0,38,0,117,0
2979,0,4,13,0,12,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,48,8000,1,3,ÄÚ¸£ ·ç³ª½Ã½º,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,88,296,415,0,0,0,0,44,0,133,0,1,80,88,296,415,0,0,0,0,44,0,133,0,2,80,88,296,415,0,0,0,0,44,0,133,0,3,80,88,296,415,0,0,0,0,44,0,133,0,4,80,88,296,415,0,0,0,0,44,0,133,0,5,80,88,296,415,0,0,0,0,44,0,133,0,6,80,88,296,415,0,0,0,0,44,0,133,0,7,80,88,296,415,0,0,0,0,44,0,133,0,8,80,88,296,415,0,0,0,0,44,0,133,0,9,80,88,296,415,0,0,0,0,44,0,133,0
2980,0,4,13,0,12,0010-0000-0000-0000-0000-0000-0000-0000,1,0,1,54,8000,1,3,Çï¸®¿À¸¶Æ¼,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,99,332,465,0,0,0,0,49,0,150,0,1,90,99,332,465,0,0,0,0,49,0,150,0,2,90,99,332,465,0,0,0,0,49,0,150,0,3,90,99,332,465,0,0,0,0,49,0,150,0,4,90,99,332,465,0,0,0,0,49,0,150,0,5,90,99,332,465,0,0,0,0,49,0,150,0,6,90,99,332,465,0,0,0,0,49,0,150,0,7,90,99,332,465,0,0,0,0,49,0,150,0,8,90,99,332,465,0,0,0,0,49,0,150,0,9,90,99,332,465,0,0,0,0,49,0,150,0
3021,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,2,22,1,4,¶óÀÌÆ® ½ºÅÜ,0,1,1,3,1,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,21,0,0,0,0,4,0,7,0,1,10,12,17,21,0,0,0,0,4,0,7,0,2,10,12,17,21,0,0,0,0,4,0,7,0,3,10,12,17,21,0,0,0,0,4,0,7,0,4,10,12,17,21,0,0,0,0,4,0,7,0,5,10,12,17,21,0,0,0,0,4,0,7,0,6,10,12,17,21,0,0,0,0,4,0,7,0,7,10,12,17,21,0,0,0,0,4,0,7,0,8,10,12,17,21,0,0,0,0,4,0,7,0,9,10,12,17,21,0,0,0,0,4,0,7,0
3022,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,7,23,1,4,±×·¹ÀÌ½º ÄÉÀÎ,0,1,1,3,1,0,0,0,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,48,58,0,0,0,0,9,0,19,0,1,24,29,48,58,0,0,0,0,9,0,19,0,2,24,29,48,58,0,0,0,0,9,0,19,0,3,24,29,48,58,0,0,0,0,9,0,19,0,4,24,29,48,58,0,0,0,0,9,0,19,0,5,24,29,48,58,0,0,0,0,9,0,19,0,6,24,29,48,58,0,0,0,0,9,0,19,0,7,24,29,48,58,0,0,0,0,9,0,19,0,8,24,29,48,58,0,0,0,0,9,0,19,0,9,24,29,48,58,0,0,0,0,9,0,19,0
3023,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,12,106,1,4,¼¼ÀÌÁö ½ºÅÜ,0,1,1,3,1,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,80,96,0,0,0,0,15,0,32,0,1,38,46,80,96,0,0,0,0,15,0,32,0,2,38,46,80,96,0,0,0,0,15,0,32,0,3,38,46,80,96,0,0,0,0,15,0,32,0,4,38,46,80,96,0,0,0,0,15,0,32,0,5,38,46,80,96,0,0,0,0,15,0,32,0,6,38,46,80,96,0,0,0,0,15,0,32,0,7,38,46,80,96,0,0,0,0,15,0,32,0,8,38,46,80,96,0,0,0,0,15,0,32,0,9,38,46,80,96,0,0,0,0,15,0,32,0
3024,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,18,397,1,4,È¦¸® ÄÉÀÎ,0,1,1,3,1,0,0,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,66,117,141,0,0,0,0,21,0,47,0,1,55,66,117,141,0,0,0,0,21,0,47,0,2,55,66,117,141,0,0,0,0,21,0,47,0,3,55,66,117,141,0,0,0,0,21,0,47,0,4,55,66,117,141,0,0,0,0,21,0,47,0,5,55,66,117,141,0,0,0,0,21,0,47,0,6,55,66,117,141,0,0,0,0,21,0,47,0,7,55,66,117,141,0,0,0,0,21,0,47,0,8,55,66,117,141,0,0,0,0,21,0,47,0,9,55,66,117,141,0,0,0,0,21,0,47,0
3025,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,24,1113,1,4,µð¹ÙÀÎ ·Îµå,0,1,1,3,1,0,0,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,87,155,186,0,0,0,0,28,0,62,0,1,72,87,155,186,0,0,0,0,28,0,62,0,2,72,87,155,186,0,0,0,0,28,0,62,0,3,72,87,155,186,0,0,0,0,28,0,62,0,4,72,87,155,186,0,0,0,0,28,0,62,0,5,72,87,155,186,0,0,0,0,28,0,62,0,6,72,87,155,186,0,0,0,0,28,0,62,0,7,72,87,155,186,0,0,0,0,28,0,62,0,8,72,87,155,186,0,0,0,0,28,0,62,0,9,72,87,155,186,0,0,0,0,28,0,62,0
3026,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,30,2490,1,4,¼­ÆæÆ® ·Îµå,0,1,1,3,1,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,107,192,231,0,0,0,0,34,0,77,0,1,89,107,192,231,0,0,0,0,34,0,77,0,2,89,107,192,231,0,0,0,0,34,0,77,0,3,89,107,192,231,0,0,0,0,34,0,77,0,4,89,107,192,231,0,0,0,0,34,0,77,0,5,89,107,192,231,0,0,0,0,34,0,77,0,6,89,107,192,231,0,0,0,0,34,0,77,0,7,89,107,192,231,0,0,0,0,34,0,77,0,8,89,107,192,231,0,0,0,0,34,0,77,0,9,89,107,192,231,0,0,0,0,34,0,77,0
3027,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,36,4786,1,4,Æä°¡¼ö½º ·Îµå,0,1,1,3,1,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,128,230,276,0,0,0,0,41,0,92,0,1,106,128,230,276,0,0,0,0,41,0,92,0,2,106,128,230,276,0,0,0,0,41,0,92,0,3,106,128,230,276,0,0,0,0,41,0,92,0,4,106,128,230,276,0,0,0,0,41,0,92,0,5,106,128,230,276,0,0,0,0,41,0,92,0,6,106,128,230,276,0,0,0,0,41,0,92,0,7,106,128,230,276,0,0,0,0,41,0,92,0,8,106,128,230,276,0,0,0,0,41,0,92,0,9,106,128,230,276,0,0,0,0,41,0,92,0
3028,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,42,8000,1,4,ÀÌ¸ðÅ» ³ë¹Ù,0,1,1,3,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,148,267,321,0,0,0,0,48,0,107,0,1,124,148,267,321,0,0,0,0,48,0,107,0,2,124,148,267,321,0,0,0,0,48,0,107,0,3,124,148,267,321,0,0,0,0,48,0,107,0,4,124,148,267,321,0,0,0,0,48,0,107,0,5,124,148,267,321,0,0,0,0,48,0,107,0,6,124,148,267,321,0,0,0,0,48,0,107,0,7,124,148,267,321,0,0,0,0,48,0,107,0,8,124,148,267,321,0,0,0,0,48,0,107,0,9,124,148,267,321,0,0,0,0,48,0,107,0
3029,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,48,8000,1,4,¿À¶óÅä¸®¿Â,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,169,305,366,0,0,0,0,54,0,122,0,1,141,169,305,366,0,0,0,0,54,0,122,0,2,141,169,305,366,0,0,0,0,54,0,122,0,3,141,169,305,366,0,0,0,0,54,0,122,0,4,141,169,305,366,0,0,0,0,54,0,122,0,5,141,169,305,366,0,0,0,0,54,0,122,0,6,141,169,305,366,0,0,0,0,54,0,122,0,7,141,169,305,366,0,0,0,0,54,0,122,0,8,141,169,305,366,0,0,0,0,54,0,122,0,9,141,169,305,366,0,0,0,0,54,0,122,0
3030,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1,0,1,54,8000,1,4,´«¹ÙÀÌÆÛ,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,189,342,411,0,0,0,0,61,0,137,0,1,158,189,342,411,0,0,0,0,61,0,137,0,2,158,189,342,411,0,0,0,0,61,0,137,0,3,158,189,342,411,0,0,0,0,61,0,137,0,4,158,189,342,411,0,0,0,0,61,0,137,0,5,158,189,342,411,0,0,0,0,61,0,137,0,6,158,189,342,411,0,0,0,0,61,0,137,0,7,158,189,342,411,0,0,0,0,61,0,137,0,8,158,189,342,411,0,0,0,0,61,0,137,0,9,158,189,342,411,0,0,0,0,61,0,137,0
3071,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,13,136,2,2,ºê·ÐÁîº¼ ½¯µå,0,1,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,14,0,0,1,0,0,0,0,0,7,0,0,22,14,0,0,2,0,0,0,0,0,7,0,0,22,14,0,0,3,0,0,0,0,0,7,0,0,22,14,0,0,4,0,0,0,0,0,7,0,0,22,14,0,0,5,0,0,0,0,0,7,0,0,22,14,0,0,6,0,0,0,0,0,7,0,0,22,14,0,0,7,0,0,0,0,0,7,0,0,22,14,0,0,8,0,0,0,0,0,7,0,0,22,14,0,0,9,0,0,0,0,0,7,0,0,22,14,0,0
3072,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,19,477,2,2,ÄÜµµ¸£ ½¯µå,0,1,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,31,20,0,0,1,0,0,0,0,0,10,0,0,31,20,0,0,2,0,0,0,0,0,10,0,0,31,20,0,0,3,0,0,0,0,0,10,0,0,31,20,0,0,4,0,0,0,0,0,10,0,0,31,20,0,0,5,0,0,0,0,0,10,0,0,31,20,0,0,6,0,0,0,0,0,10,0,0,31,20,0,0,7,0,0,0,0,0,10,0,0,31,20,0,0,8,0,0,0,0,0,10,0,0,31,20,0,0,9,0,0,0,0,0,10,0,0,31,20,0,0
3073,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,25,1288,2,3,½ºÄù¾î ½¯µå,0,1,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,40,26,0,0,1,0,0,0,0,0,13,0,0,40,26,0,0,2,0,0,0,0,0,13,0,0,40,26,0,0,3,0,0,0,0,0,13,0,0,40,26,0,0,4,0,0,0,0,0,13,0,0,40,26,0,0,5,0,0,0,0,0,13,0,0,40,26,0,0,6,0,0,0,0,0,13,0,0,40,26,0,0,7,0,0,0,0,0,13,0,0,40,26,0,0,8,0,0,0,0,0,13,0,0,40,26,0,0,9,0,0,0,0,0,13,0,0,40,26,0,0
3074,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,37,5295,2,3,¼¼ÀÌÇÁÆ¼ ½¯µå,0,1,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,58,38,0,0,1,0,0,0,0,0,20,0,0,58,38,0,0,2,0,0,0,0,0,20,0,0,58,38,0,0,3,0,0,0,0,0,20,0,0,58,38,0,0,4,0,0,0,0,0,20,0,0,58,38,0,0,5,0,0,0,0,0,20,0,0,58,38,0,0,6,0,0,0,0,0,20,0,0,58,38,0,0,7,0,0,0,0,0,20,0,0,58,38,0,0,8,0,0,0,0,0,20,0,0,58,38,0,0,9,0,0,0,0,0,20,0,0,58,38,0,0
3075,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,43,8000,2,3,ÀÌ´Ï±×¸¶ ½¯µå,0,1,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,67,44,0,0,1,0,0,0,0,0,23,0,0,67,44,0,0,2,0,0,0,0,0,23,0,0,67,44,0,0,3,0,0,0,0,0,23,0,0,67,44,0,0,4,0,0,0,0,0,23,0,0,67,44,0,0,5,0,0,0,0,0,23,0,0,67,44,0,0,6,0,0,0,0,0,23,0,0,67,44,0,0,7,0,0,0,0,0,23,0,0,67,44,0,0,8,0,0,0,0,0,23,0,0,67,44,0,0,9,0,0,0,0,0,23,0,0,67,44,0,0
3076,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,49,8000,2,3,µ¥ºí¸®½¬ ½¯µå,0,1,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,76,50,0,0,1,0,0,0,0,0,26,0,0,76,50,0,0,2,0,0,0,0,0,26,0,0,76,50,0,0,3,0,0,0,0,0,26,0,0,76,50,0,0,4,0,0,0,0,0,26,0,0,76,50,0,0,5,0,0,0,0,0,26,0,0,76,50,0,0,6,0,0,0,0,0,26,0,0,76,50,0,0,7,0,0,0,0,0,26,0,0,76,50,0,0,8,0,0,0,0,0,26,0,0,76,50,0,0,9,0,0,0,0,0,26,0,0,76,50,0,0
3077,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,31,2779,2,3,Çí»ç°ï ½¯µå,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,49,32,0,0,1,0,0,0,0,0,16,0,0,49,32,0,0,2,0,0,0,0,0,16,0,0,49,32,0,0,3,0,0,0,0,0,16,0,0,49,32,0,0,4,0,0,0,0,0,16,0,0,49,32,0,0,5,0,0,0,0,0,16,0,0,49,32,0,0,6,0,0,0,0,0,16,0,0,49,32,0,0,7,0,0,0,0,0,16,0,0,49,32,0,0,8,0,0,0,0,0,16,0,0,49,32,0,0,9,0,0,0,0,0,16,0,0,49,32,0,0
3078,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,55,8000,2,3,³ª¹Ù·Ð ½¯µå,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,85,56,0,0,1,0,0,0,0,0,29,0,0,85,56,0,0,2,0,0,0,0,0,29,0,0,85,56,0,0,3,0,0,0,0,0,29,0,0,85,56,0,0,4,0,0,0,0,0,29,0,0,85,56,0,0,5,0,0,0,0,0,29,0,0,85,56,0,0,6,0,0,0,0,0,29,0,0,85,56,0,0,7,0,0,0,0,0,29,0,0,85,56,0,0,8,0,0,0,0,0,29,0,0,85,56,0,0,9,0,0,0,0,0,29,0,0,85,56,0,0
3079,0,4,14,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,61,8000,2,3,¾Ó°Ô·¹½º ½¯µå,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,94,62,0,0,1,0,0,0,0,0,32,0,0,94,62,0,0,2,0,0,0,0,0,32,0,0,94,62,0,0,3,0,0,0,0,0,32,0,0,94,62,0,0,4,0,0,0,0,0,32,0,0,94,62,0,0,5,0,0,0,0,0,32,0,0,94,62,0,0,6,0,0,0,0,0,32,0,0,94,62,0,0,7,0,0,0,0,0,32,0,0,94,62,0,0,8,0,0,0,0,0,32,0,0,94,62,0,0,9,0,0,0,0,0,32,0,0,94,62,0,0
3771,0,4,15,0,16,1111-1111-1111-1111-1111-1111-1111-1111,1,0,1,0,5,1,2,È­»ì,200,50,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
3786,0,4,16,0,16,1111-1111-1111-1111-1111-1111-1111-1111,1,0,1,0,5,1,2,º¼Æ®,150,30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
3801,0,0,1,0,37,1111-1111-1111-1111-1111-1111-1111-1111,1,300,1,0,10,1,1,Çï¾²Æ÷¼Ç,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
3802,0,0,2,0,37,1111-1111-1111-1111-1111-1111-1111-1111,1,300,1,0,10,1,1,¸¶³ªÆ÷¼Ç,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
3803,0,0,1,0,37,1111-1111-1111-1111-1111-1111-1111-1111,1,600,1,0,80,1,1,¶óÁö Çï¾²Æ÷¼Ç,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
3804,0,0,2,0,37,1111-1111-1111-1111-1111-1111-1111-1111,1,600,1,0,100,1,1,¶óÁö ¸¶³ªÆ÷¼Ç,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
3805,0,0,1,0,38,1111-1111-1111-1111-1111-1111-1111-1111,1,900,1,0,340,1,1,±×·¹ÀÌÆ® Çï¾²Æ÷¼Ç,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
