39497.52729,Name,Rank,Material,Level,MaxHP,HPRecovery,Defence_Min,Defence_Max,GuardRate,GuardEfficiency,BlockRate,PhysicalResist,LightResist,FireResist,IceResist,PoisonResist,CurseResist,WalkSpeed,RunSpeed,BloodInfo,CuttingInfo,ShapeInfo,DescriptionInfo,Exp,Money_Min,Money_Max,Money_Rate,AIKey,ChaoticLevel,MaxItemSet,DefeatLength_Upper,DefeatLength_Lower,DefeatLength_Left,DefeatLength_Right,DefeatDamage_Min,DefeatDamage_Max,AttackMaterial_Melee,AttackDamage_Min_Melee,AttackDamage_Max_Melee,AbsoluteDamage_Min_Melee,AbsoluteDamage_Max_Melee,CellRange_Melee,AttackDelay_Melee,ResultCode_Melee,ResultValue_Melee_1,ResultValue_Melee_2,ResultValue_Melee_3,ResultValue_Melee_4,ResultValue_Melee_5,ResultValue_Melee_6,ResultValue_Melee_7,AttackMaterial_Power_Melee,AttackDamage_Min_Power_Melee,AttackDamage_Max_Power_Melee,AbsoluteDamage_Min_Power_Melee,AbsoluteDamage_Max_Power_Melee,CellRange_Power_Melee,AttackDelay_Power_Melee,ResultCode_Power_Melee,ResultValue_Power_Melee_1,ResultValue_Power_Melee_2,ResultValue_Power_Melee_3,ResultValue_Power_Melee_4,ResultValue_Power_Melee_5,ResultValue_Power_Melee_6,ResultValue_Power_Melee_7,AttackMaterial_Special_Melee,AttackDamage_Min_Special_Melee,AttackDamage_Max_Special_Melee,AbsoluteDamage_Min_Special_Melee,AbsoluteDamage_Max_Special_Melee,CellRange_Special_Melee,AttackDelay_Special_Melee,ResultCode_Special_Melee,ResultValue_Special_Melee_1,ResultValue_Special_Melee_2,ResultValue_Special_Melee_3,ResultValue_Special_Melee_4,ResultValue_Special_Melee_5,ResultValue_Special_Melee_6,ResultValue_Special_Melee_7,AttackMaterial_Range,AttackDamage_Min_Range,AttackDamage_Max_Range,AbsoluteDamage_Min_Range,AbsoluteDamage_Max_Range,CellRange_Range,AttackDelay_Range,ResultCode_Range,ResultValue_Range_1,ResultValue_Range_2,ResultValue_Range_3,ResultValue_Range_4,ResultValue_Range_5,ResultValue_Range_6,ResultValue_Range_7,AttackMaterial_Power_Range,AttackDamage_Min_Power_Range,AttackDamage_Max_Power_Range,AbsoluteDamage_Min_Power_Range,AbsoluteDamage_Max_Power_Range,CellRange_Power_Range,AttackDelay_Power_Range,ResultCode_Power_Range,ResultValue_Power_Range_1,ResultValue_Power_Range_2,ResultValue_Power_Range_3,ResultValue_Power_Range_4,ResultValue_Power_Range_5,ResultValue_Power_Range_6,ResultValue_Power_Range_7,AttackMaterial_Special__Range,AttackDamage_Min_Special__Range,AttackDamage_Max_Special__Range,AbsoluteDamage_Min_Special__Range,AbsoluteDamage_Max_Special__Range,CellRange_Special__Range,AttackDelay_Special__Range,ResultCode_Special__Range,ResultValue_Special__Range_1,ResultValue_Special__Range_2,ResultValue_Special__Range_3,ResultValue_Special__Range_4,ResultValue_Special__Range_5,ResultValue_Special__Range_6,ResultValue_Special__Range_7,AttackMaterial_Heal,AttackDamage_Min_Heal,AttackDamage_Max_Heal,AbsoluteDamage_Min_Heal,AbsoluteDamage_Max_Heal,CellRange_Heal,AttackDelay_Heal,ResultCode_Heal,ResultValue_Heal_1,ResultValue_Heal_2,ResultValue_Heal_3,ResultValue_Heal_4,ResultValue_Heal_5,ResultValue_Heal_6,ResultValue_Heal_7,AttackMaterial_Revive,AttackDamage_Min_Revive,AttackDamage_Max_Revive,AbsoluteDamage_Min_Revive,AbsoluteDamage_Max_Revive,CellRange_Revive,AttackDelay_Revive,ResultCode_Revive,ResultValue_Revive_1,ResultValue_Revive_2,ResultValue_Revive_3,ResultValue_Revive_4,ResultValue_Revive_5,ResultValue_Revive_6,ResultValue_Revive_7,ItemSetIndex_1,ItemSetDropRatio_1,ItemSetIndex_2,ItemSetDropRatio_2,ItemSetIndex_3,ItemSetDropRatio_3,ItemSetIndex_4,ItemSetDropRatio_4,ItemSetIndex_5,ItemSetDropRatio_5,ItemSetIndex_6,ItemSetDropRatio_6,ItemSetIndex_7,ItemSetDropRatio_7,ItemSetIndex_8,ItemSetDropRatio_8,ItemSetIndex_9,ItemSetDropRatio_9,ItemSetIndex_10,ItemSetDropRatio_10,ItemSetIndex_11,ItemSetDropRatio_11,ItemSetIndex_12,ItemSetDropRatio_12,ItemSetIndex_13,ItemSetDropRatio_13,ItemSetIndex_14,ItemSetDropRatio_14,ItemSetIndex_15,ItemSetDropRatio_15,Width
2816,Treasure Box,0,21,1,3331,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,1,brige_stone,작성중,0,0,0,0,7,1,0,0,0,0,0,98,99,0,20,25,1,3,0,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,Treasure Box,0,27,1,12000,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,4,space_stone,작성중,0,0,0,0,7,1,0,86,86,76,76,98,99,0,20,25,1,3,0,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,19,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,Golden Treasure Box,0,21,1,3331,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,1,brige_stone,작성중,0,0,0,0,7,1,0,0,0,0,0,98,99,0,20,25,1,3,0,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,Treasure Box of Crespo,0,21,1,3331,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,1,brige_stone,작성중,0,0,0,0,7,1,0,0,0,0,0,98,99,0,20,25,1,3,0,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,Treasure Box of Crespo,0,27,1,12000,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,4,space_stone,작성중,0,0,0,0,7,1,0,86,86,76,76,98,99,0,20,25,1,3,0,0,1000101,0,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,25,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,Statue of Stoppage,0,21,1,11106,0,11,17,10,50,2,0,50,50,50,50,50,0,0,0,1,seal_stonpillar,작성중,0,0,0,0,7,1,0,0,0,0,0,98,99,0,0,25,1,3,3,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,Statue of Time,0,21,1,11106,0,11,17,10,50,2,0,50,50,50,50,50,0,0,0,1,seal_stonpillar,작성중,0,0,0,0,7,1,0,0,0,0,0,98,99,0,0,25,1,3,3,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,Treasure Box,0,30,1,22,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,1,Treasurebox01,작성중,0,75000,150000,100000,7,1,8,86,86,76,76,98,99,4,0,0,1,3,0,0,1000101,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,19,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,5000,721,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,Wrath Vine,3,19,50,341647,0,396,567,20,70,2,25,30,20,20,20,30,1.4,3.5,1,3,less_vine,작성중,0,225000,450000,100000,1,1,1,110,100,105,105,3,20,23,739,924,21,48,4,2000,3000001,267,0,40,0,50,6076,5000,0,739,924,21,48,2,2400,3000005,265,480,20,0,0,0,0,0,0,0,21,48,0,0,0,0,0,0,0,0,0,0,0,739,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,250000,501,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,Lava Lizard [Rabble],0,18,30,9475,0,149,213,5,30,1,0,0,30,0,0,0,0.5,3,2,2,Lava_Lizard,작성중,98840,0,0,0,1,1,0,90,75,70,70,2,18,1,360,401,13,30,2,1816,1000101,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,Lava Lizard [Rabble],0,18,30,9475,0,149,213,5,30,1,0,0,30,0,0,0,0.5,3,2,2,Lava_Lizard,작성중,98840,0,0,0,1,1,0,90,75,70,70,2,18,1,360,401,13,30,2,1816,1000101,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,Lava Basilisk [Rabble],0,19,32,10517,0,159,228,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Basilisk,작성중,106120,0,0,0,1,1,0,100,100,90,90,3,20,1,387,430,14,32,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3003,Lava Salamander [Rabble],0,19,35,12194,0,176,252,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Salamander,작성중,131670,0,0,0,1,1,0,100,100,90,90,3,20,1,425,473,15,35,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3004,Lava Basilisk [Rabble],0,19,32,10517,0,159,228,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Basilisk,작성중,106120,0,0,0,1,1,0,100,100,90,90,3,20,1,387,430,14,32,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3005,Lava Basilisk [Rabble],0,19,32,10517,0,159,228,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Basilisk,작성중,106120,0,0,0,1,1,0,100,100,90,90,3,20,1,387,430,14,32,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3006,Lava Basilisk [Rabble],0,19,32,10517,0,159,228,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Basilisk,작성중,106120,0,0,0,1,1,0,100,100,90,90,3,20,1,387,430,14,32,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3007,Lava Basilisk [Rabble],0,19,32,10517,0,159,228,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Basilisk,작성중,106120,0,0,0,1,1,0,100,100,90,90,3,20,1,387,430,14,32,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3008,Lava Lacer [Rabble],0,18,33,11061,0,165,236,6,34,1,0,0,30,0,0,0,0.5,3,1,2,Lava_Lacer,작성중,123480,0,0,0,1,1,0,90,75,70,70,2,18,1,399,444,14,33,2,1816,1000101,0,0,0,0,0,0,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,Lava Salamander [Rabble],0,19,35,12194,0,176,252,6,34,1,0,0,30,0,0,0,2.1,5.4,1,2,Lava_Salamander,작성중,131670,0,0,0,1,1,0,100,100,90,90,3,20,1,425,473,15,35,3,1800,1000101,0,20,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3010,Serpent Fate [Rabble],2,19,37,16738,0,187,268,6,34,1,5,0,0,0,30,0,2.5,6,2,1,Serpens_Pate,작성중,155400,0,0,0,1,1,0,86,86,76,76,2,18,4,432,480,16,36,4,2000,1000101,0,10,0,0,0,0,0,0,479,533,16,36,3,2600,1000412,0,40,0,40,6077,3000,0,19,0,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,Serpent Fate [Rabble],2,19,37,16738,0,187,268,6,34,1,5,0,0,0,30,0,2.5,6,2,1,Serpens_Pate,작성중,155400,0,0,0,1,1,0,86,86,76,76,2,18,4,432,480,16,36,4,2000,1000101,0,10,0,0,0,0,0,0,479,533,16,36,3,2600,1000412,0,40,0,40,6077,3000,0,19,0,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,Serpent Fate [Rabble],2,19,37,16738,0,187,268,6,34,1,5,0,0,0,30,0,2.5,6,2,1,Serpens_Pate,작성중,155400,0,0,0,1,1,0,86,86,76,76,2,18,4,432,480,16,36,4,2000,1000101,0,10,0,0,0,0,0,0,479,533,16,36,3,2600,1000412,0,40,0,40,6077,3000,0,19,0,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,Serpent Fate [Rabble],2,19,37,16738,0,187,268,6,34,1,5,0,0,0,30,0,2.5,6,2,1,Serpens_Pate,작성중,155400,0,0,0,1,1,0,86,86,76,76,2,18,4,432,480,16,36,4,2000,1000101,0,10,0,0,0,0,0,0,479,533,16,36,3,2600,1000412,0,40,0,40,6077,3000,0,19,0,0,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,Volcanic Algol [Rabble],0,21,41,27957,0,210,301,7,38,1,5,0,30,0,0,0,1.1,4.5,0,1,Volcanic_Algol,작성중,192150,0,0,0,1,1,0,140,105,117,117,2,18,21,484,538,17,40,4,2000,1000112,0,45,0,20,6001,3000,0,0,0,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,Serpent Nodle [Rabble],2,19,43,32563,0,221,317,7,38,1,0,0,0,0,30,0,2.5,6,2,1,Serpens_Noddle,작성중,223440,0,0,0,1,1,0,86,86,76,76,2,18,4,510,567,18,42,4,2000,1000101,0,10,0,0,0,0,0,0,566,629,18,42,4,2600,3000001,284,0,45,0,50,6077,3500,19,510,567,18,42,12,2600,3000001,273,0,45,0,0,0,0,0,510,629,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,Las Alhage [Rabble],3,19,45,1129559,0,351,502,0,0,1,10,10,70,10,10,40,2.7,6,1,2,Ras_Alhague,작성중,0,0,0,0,1,1,0,86,86,76,76,50,81,0,919,1022,19,44,7,2200,1100307,448,0,0,0,0,0,0,0,1021,1135,19,44,7,2800,1100331,512,0,0,30,6001,3000,0,0,919,1022,19,44,8,4200,3000005,272,896,45,0,100,6088,5000,0,919,1135,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3017,Kauldras [Rabble],1,19,42,29160,0,216,309,7,38,1,0,0,40,0,0,0,2.2,4.5,1,1,Kaldrus,작성중,198310,0,0,0,1,1,0,86,86,76,76,2,18,19,496,552,18,41,4,2800,1000101,0,20,0,0,0,0,0,0,0,0,18,41,0,0,0,0,0,0,0,0,0,0,0,496,552,18,41,4,2800,3000001,285,0,45,0,30,6083,5000,0,496,552,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,Serpent Caput [Rabble],2,19,48,29072,0,252,360,7,38,1,0,0,0,0,40,20,2.5,6,2,1,Serpens_Caput,작성중,110600,0,0,0,1,1,0,86,86,76,76,2,18,4,604,672,20,47,4,2000,1000101,0,20,0,0,0,0,0,0,671,746,20,47,4,2600,3000001,284,0,45,0,60,6077,4000,19,604,672,20,47,10,2600,3000001,273,0,45,0,0,0,0,0,604,746,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,Magirocci [Rabble],2,19,50,31317,0,291,416,7,38,1,10,0,40,0,0,0,2.2,5,1,1,Magirochi,작성중,130200,0,0,0,1,1,0,86,86,76,76,3,20,0,633,704,21,48,4,2400,1000101,0,20,0,0,0,0,0,0,0,0,21,48,0,0,0,0,0,0,0,0,0,0,0,633,704,21,48,10,2800,3000001,281,640,45,0,0,0,0,0,633,782,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
