Set Index,Name,Total Drop Ratio,Set Count,Set0_ItemIndex,Set0_DropRatio,Set0_MagicRatio,Set0_NobleRatio,Set0_DivineNobleRatio,Set1_ItemIndex,Set1_DropRatio,Set1_MagicRatio,Set1_NobleRatio,Set1_DivineNobleRatio,Set2_ItemIndex,Set2_DropRatio,Set2_MagicRatio,Set2_NobleRatio,Set2_DivineNobleRatio,Set3_ItemIndex,Set3_DropRatio,Set3_MagicRatio,Set3_NobleRatio,Set3_DivineNobleRatio,Set4_ItemIndex,Set4_DropRatio,Set4_MagicRatio,Set4_NobleRatio,Set4_DivineNobleRatio,Set5_ItemIndex,Set5_DropRatio,Set5_MagicRatio,Set5_NobleRatio,Set5_DivineNobleRatio,Set6_ItemIndex,Set6_DropRatio,Set6_MagicRatio,Set6_NobleRatio,Set6_DivineNobleRatio,Set7_ItemIndex,Set7_DropRatio,Set7_MagicRatio,Set7_NobleRatio,Set7_DivineNobleRatio,Set8_ItemIndex,Set8_DropRatio,Set8_MagicRatio,Set8_NobleRatio,Set8_DivineNobleRatio,Set9_ItemIndex,Set9_DropRatio,Set9_MagicRatio,Set9_NobleRatio,Set9_DivineNobleRatio,Set10_ItemIndex,Set10_DropRatio,Set10_MagicRatio,Set10_NobleRatio,Set10_DivineNobleRatio,Set11_ItemIndex,Set11_DropRatio,Set11_MagicRatio,Set11_NobleRatio,Set11_DivineNobleRatio,Set12_ItemIndex,Set12_DropRatio,Set12_MagicRatio,Set12_NobleRatio,Set12_DivineNobleRatio,Set13_ItemIndex,Set13_DropRatio,Set13_MagicRatio,Set13_NobleRatio,Set13_DivineNobleRatio,Set14_ItemIndex,Set14_DropRatio,Set14_MagicRatio,Set14_NobleRatio,Set14_DivineNobleRatio,Set15_ItemIndex,Set15_DropRatio,Set15_MagicRatio,Set15_NobleRatio,Set15_DivineNobleRatio,Set16_ItemIndex,Set16_DropRatio,Set16_MagicRatio,Set16_NobleRatio,Set16_DivineNobleRatio,Set17_ItemIndex,Set17_DropRatio,Set17_MagicRatio,Set17_NobleRatio,Set17_DivineNobleRatio,Set18_ItemIndex,Set18_DropRatio,Set18_MagicRatio,Set18_NobleRatio,Set18_DivineNobleRatio,Set19_ItemIndex,Set19_DropRatio,Set19_MagicRatio,Set19_NobleRatio,Set19_DivineNobleRatio,Set20_ItemIndex,Set20_DropRatio,Set20_MagicRatio,Set20_NobleRatio,Set20_DivineNobleRatio,Set21_ItemIndex,Set21_DropRatio,Set21_MagicRatio,Set21_NobleRatio,Set21_DivineNobleRatio,Set22_ItemIndex,Set22_DropRatio,Set22_MagicRatio,Set22_NobleRatio,Set22_DivineNobleRatio,Set23_ItemIndex,Set23_DropRatio,Set23_MagicRatio,Set23_NobleRatio,Set23_DivineNobleRatio,Set24_ItemIndex,Set24_DropRatio,Set24_MagicRatio,Set24_NobleRatio,Set24_DivineNobleRatio,Set25_ItemIndex,Set25_DropRatio,Set25_MagicRatio,Set25_NobleRatio,Set25_DivineNobleRatio,Set26_ItemIndex,Set26_DropRatio,Set26_MagicRatio,Set26_NobleRatio,Set26_DivineNobleRatio,Set27_ItemIndex,Set27_DropRatio,Set27_MagicRatio,Set27_NobleRatio,Set27_DivineNobleRatio,Set28_ItemIndex,Set28_DropRatio,Set28_MagicRatio,Set28_NobleRatio,Set28_DivineNobleRatio,Set29_ItemIndex,Set29_DropRatio,Set29_MagicRatio,Set29_NobleRatio,Set29_DivineNobleRatio,Set30_ItemIndex,Set30_DropRatio,Set30_MagicRatio,Set30_NobleRatio,Set30_DivineNobleRatio,Set31_ItemIndex,Set31_DropRatio,Set31_MagicRatio,Set31_NobleRatio,Set31_DivineNobleRatio,Set32_ItemIndex,Set32_DropRatio,Set32_MagicRatio,Set32_NobleRatio,Set32_DivineNobleRatio,Set33_ItemIndex,Set33_DropRatio,Set33_MagicRatio,Set33_NobleRatio,Set33_DivineNobleRatio,Set34_ItemIndex,Set34_DropRatio,Set34_MagicRatio,Set34_NobleRatio,Set34_DivineNobleRatio,Set35_ItemIndex,Set35_DropRatio,Set35_MagicRatio,Set35_NobleRatio,Set35_DivineNobleRatio,Set36_ItemIndex,Set36_DropRatio,Set36_MagicRatio,Set36_NobleRatio,Set36_DivineNobleRatio,Set37_ItemIndex,Set37_DropRatio,Set37_MagicRatio,Set37_NobleRatio,Set37_DivineNobleRatio,Set38_ItemIndex,Set38_DropRatio,Set38_MagicRatio,Set38_NobleRatio,Set38_DivineNobleRatio,Set39_ItemIndex,Set39_DropRatio,Set39_MagicRatio,Set39_NobleRatio,Set39_DivineNobleRatio,Set40_ItemIndex,Set40_DropRatio,Set40_MagicRatio,Set40_NobleRatio,Set40_DivineNobleRatio,Set41_ItemIndex,Set41_DropRatio,Set41_MagicRatio,Set41_NobleRatio,Set41_DivineNobleRatio,Set42_ItemIndex,Set42_DropRatio,Set42_MagicRatio,Set42_NobleRatio,Set42_DivineNobleRatio,Set43_ItemIndex,Set43_DropRatio,Set43_MagicRatio,Set43_NobleRatio,Set43_DivineNobleRatio,Set44_ItemIndex,Set44_DropRatio,Set44_MagicRatio,Set44_NobleRatio,Set44_DivineNobleRatio,Set45_ItemIndex,Set45_DropRatio,Set45_MagicRatio,Set45_NobleRatio,Set45_DivineNobleRatio,Set46_ItemIndex,Set46_DropRatio,Set46_MagicRatio,Set46_NobleRatio,Set46_DivineNobleRatio,Set47_ItemIndex,Set47_DropRatio,Set47_MagicRatio,Set47_NobleRatio,Set47_DivineNobleRatio,Set48_ItemIndex,Set48_DropRatio,Set48_MagicRatio,Set48_NobleRatio,Set48_DivineNobleRatio,Set49_ItemIndex,Set49_DropRatio,Set49_MagicRatio,Set49_NobleRatio,Set49_DivineNobleRatio
2040,150 레벨 아이템,100000,2,56026,70000,14000,4342,2021,56027,30000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,150 레벨 아이템,100000,1,56028,100000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,150 레벨 아이템,100000,3,56025,35000,14000,4342,2021,56026,35000,14000,4342,2021,56027,30000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,150 레벨 아이템,100000,2,56028,70000,14000,4342,2021,56029,30000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,150 레벨 아이템,100000,1,56030,100000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,150 레벨 아이템,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,100000,6,6384,25000,14000,4342,2021,6435,15000,14000,4342,2021,6436,15000,14000,4342,2021,6437,15000,14000,4342,2021,6438,15000,14000,4342,2021,6439,15000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,0,100000,7,6382,15000,14000,4342,2021,6383,15000,14000,4342,2021,6385,14000,14000,4342,2021,6386,14000,14000,4342,2021,6387,14000,14000,4342,2021,6388,14000,14000,4342,2021,6389,14000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,0,100000,7,6397,15000,14000,4342,2021,6383,15000,14000,4342,2021,6400,14000,14000,4342,2021,6401,14000,14000,4342,2021,6402,14000,14000,4342,2021,6403,14000,14000,4342,2021,6404,14000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,0,100000,7,6412,15000,14000,4342,2021,6398,15000,14000,4342,2021,6415,14000,14000,4342,2021,6416,14000,14000,4342,2021,6417,14000,14000,4342,2021,6418,14000,14000,4342,2021,6419,14000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,0,100000,3,6399,40000,14000,4342,2021,6414,20000,14000,4342,2021,9901,40000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,0,100000,2,9903,70000,14000,4342,2021,9901,30000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,0,100000,2,9901,70000,14000,4342,2021,9903,30000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,0,100000,2,9901,60000,14000,4342,2021,9903,40000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,0,100000,10,6475,15000,14000,4342,2021,6476,15000,14000,4342,2021,6477,15000,14000,4342,2021,6478,15000,14000,4342,2021,6479,15000,14000,4342,2021,6480,5000,14000,4342,2021,6481,5000,14000,4342,2021,6482,5000,14000,4342,2021,6483,5000,14000,4342,2021,6484,5000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,0,100000,13,6405,9000,14000,4342,2021,6406,9000,14000,4342,2021,6407,9000,14000,4342,2021,6408,9000,14000,4342,2021,6409,9000,14000,4342,2021,6367,9000,14000,4342,2021,6368,8000,14000,4342,2021,6369,8000,14000,4342,2021,6370,6000,14000,4342,2021,6371,6000,14000,4342,2021,6372,6000,14000,4342,2021,6373,6000,14000,4342,2021,6374,6000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,0,100000,3,6560,33000,14000,4342,2021,6530,33000,14000,4342,2021,6520,34000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,0,100000,15,6475,10000,14000,4342,2021,6476,10000,14000,4342,2021,6477,10000,14000,4342,2021,6478,10000,14000,4342,2021,6479,10000,14000,4342,2021,6480,9000,14000,4342,2021,6481,9000,14000,4342,2021,6482,9000,14000,4342,2021,6483,9000,14000,4342,2021,6484,9000,14000,4342,2021,6313,1000,14000,4342,2021,6315,1000,14000,4342,2021,6317,1000,14000,4342,2021,6319,1000,14000,4342,2021,6321,1000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,0,100000,13,6420,9000,14000,4342,2021,6421,9000,14000,4342,2021,6422,9000,14000,4342,2021,6423,9000,14000,4342,2021,6424,9000,14000,4342,2021,6382,9000,14000,4342,2021,6383,8000,14000,4342,2021,6384,8000,14000,4342,2021,6385,6000,14000,4342,2021,6386,6000,14000,4342,2021,6387,6000,14000,4342,2021,6388,6000,14000,4342,2021,6389,6000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,0,100000,2,6399,90000,14000,4342,2021,6414,10000,14000,4342,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
