옵션레벨오,옵션 인덱스,타입,타입 설명,최소값,최대값
2096,772,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2096,773,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2096,774,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2096,775,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2096,776,SPEED_ATTACK_MUL,공격속도 증가,1,1
2096,777,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2096,778,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2097,779,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,780,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,781,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,782,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,783,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,784,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,785,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2097,786,SPEED_ATTACK_MUL,공격속도 증가,1,1
2097,787,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2097,788,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2098,789,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,790,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,791,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,792,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,793,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,794,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,795,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2098,796,SPEED_ATTACK_MUL,공격속도 증가,1,1
2098,797,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2098,798,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2099,799,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,800,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,801,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,802,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,803,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,804,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,805,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2099,806,SPEED_ATTACK_MUL,공격속도 증가,1,1
2099,807,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2099,808,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2100,809,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,810,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,811,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,812,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,813,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,814,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,815,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2100,816,SPEED_ATTACK_MUL,공격속도 증가,1,1
2100,817,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2100,818,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2101,819,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,820,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,821,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,822,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,823,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,824,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,825,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2101,826,SPEED_ATTACK_MUL,공격속도 증가,1,1
2101,827,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2101,828,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2102,829,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,830,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,831,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,832,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,833,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,834,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,835,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2102,836,SPEED_ATTACK_MUL,공격속도 증가,1,1
2102,837,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2102,838,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2103,839,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,840,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,841,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,842,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,843,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,844,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,845,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2103,846,SPEED_ATTACK_MUL,공격속도 증가,1,1
2103,847,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2103,848,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2104,849,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,850,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,851,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,852,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,853,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,854,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,855,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2104,856,SPEED_ATTACK_MUL,공격속도 증가,1,1
2104,857,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2104,858,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2105,859,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,860,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,861,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,862,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,863,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,864,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,865,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2105,866,SPEED_ATTACK_MUL,공격속도 증가,1,1
2105,867,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2105,868,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2106,869,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,870,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,871,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,872,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,873,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,874,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,875,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2106,876,SPEED_ATTACK_MUL,공격속도 증가,1,1
2106,877,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2106,878,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2107,879,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,880,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,881,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,882,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,883,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,884,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,885,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2107,886,SPEED_ATTACK_MUL,공격속도 증가,1,1
2107,887,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2107,888,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2108,889,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,890,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,891,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,892,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,893,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,894,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,895,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2108,896,SPEED_ATTACK_MUL,공격속도 증가,1,1
2108,897,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2108,898,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2109,899,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,900,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,901,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,902,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,903,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,904,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,905,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2109,906,SPEED_ATTACK_MUL,공격속도 증가,1,1
2109,907,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2109,908,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2110,909,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,910,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,911,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,912,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,913,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,914,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,915,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2110,916,SPEED_ATTACK_MUL,공격속도 증가,1,1
2110,917,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2110,918,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2111,919,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,920,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,921,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,922,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,923,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,924,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,925,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2111,926,SPEED_ATTACK_MUL,공격속도 증가,1,1
2111,927,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2111,928,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2112,929,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,930,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,931,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,932,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,933,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,934,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,935,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2112,936,SPEED_ATTACK_MUL,공격속도 증가,1,1
2112,937,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2112,938,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2113,939,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,940,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,941,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,942,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,943,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,944,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,945,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2113,946,SPEED_ATTACK_MUL,공격속도 증가,1,1
2113,947,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2113,948,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2114,949,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,950,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,951,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,952,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,953,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,954,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,955,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2114,956,SPEED_ATTACK_MUL,공격속도 증가,1,1
2114,957,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2114,958,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2115,959,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,960,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,961,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,962,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,963,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,964,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,965,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2115,966,SPEED_ATTACK_MUL,공격속도 증가,1,1
2115,967,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2115,968,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2116,969,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,970,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,971,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,972,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,973,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,974,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,975,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2116,976,SPEED_ATTACK_MUL,공격속도 증가,1,1
2116,977,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2116,978,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2117,979,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,980,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,981,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,982,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,983,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,984,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,985,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2117,986,SPEED_ATTACK_MUL,공격속도 증가,1,1
2117,987,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2117,988,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2118,989,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,990,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,991,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,992,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,993,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,994,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,995,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2118,996,SPEED_ATTACK_MUL,공격속도 증가,1,1
2118,997,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2118,998,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2119,999,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1000,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1001,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1002,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1003,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1004,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1005,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2119,1006,SPEED_ATTACK_MUL,공격속도 증가,1,1
2119,1007,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2119,1008,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2120,1009,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1010,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1011,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1012,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1013,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1014,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1015,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2120,1016,SPEED_ATTACK_MUL,공격속도 증가,1,1
2120,1017,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2120,1018,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2121,1019,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1020,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1021,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1022,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1023,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1024,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1025,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2121,1026,SPEED_ATTACK_MUL,공격속도 증가,1,1
2121,1027,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2121,1028,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2122,1029,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1030,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1031,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1032,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1033,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1034,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1035,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2122,1036,SPEED_ATTACK_MUL,공격속도 증가,1,1
2122,1037,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2122,1038,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2123,1039,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1040,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1041,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1042,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1043,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1044,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1045,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2123,1046,SPEED_ATTACK_MUL,공격속도 증가,1,1
2123,1047,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2123,1048,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2124,1049,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1050,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1051,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1052,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1053,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1054,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1055,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2124,1056,SPEED_ATTACK_MUL,공격속도 증가,1,1
2124,1057,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2124,1058,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2125,1059,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1060,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1061,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1062,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1063,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1064,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1065,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2125,1066,SPEED_ATTACK_MUL,공격속도 증가,1,1
2125,1067,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2125,1068,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2126,1069,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1070,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1071,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1072,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1073,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1074,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1075,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2126,1076,SPEED_ATTACK_MUL,공격속도 증가,1,1
2126,1077,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2126,1078,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2127,1079,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1080,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1081,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1082,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1083,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1084,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1085,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2127,1086,SPEED_ATTACK_MUL,공격속도 증가,1,1
2127,1087,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2127,1088,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2128,1089,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1090,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1091,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1092,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1093,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1094,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1095,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2128,1096,SPEED_ATTACK_MUL,공격속도 증가,1,1
2128,1097,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2128,1098,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2129,1099,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1100,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1101,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1102,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1103,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1104,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1105,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2129,1106,SPEED_ATTACK_MUL,공격속도 증가,1,1
2129,1107,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2129,1108,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2130,1109,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1110,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1111,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1112,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1113,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1114,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1115,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2130,1116,SPEED_ATTACK_MUL,공격속도 증가,1,1
2130,1117,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2130,1118,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2131,1119,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1120,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1121,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1122,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1123,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1124,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1125,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2131,1126,SPEED_ATTACK_MUL,공격속도 증가,1,1
2131,1127,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2131,1128,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2132,1129,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2132,1130,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2132,1131,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,3,14
2132,1132,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2132,1133,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,3,14
2132,1134,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2132,1135,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,3,14
2132,1136,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2132,1137,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,11
2132,1138,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2133,1139,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2133,1140,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2133,1141,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,15,31
2133,1142,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2133,1143,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,15,31
2133,1144,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2133,1145,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,15,31
2133,1146,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2133,1147,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,11,25
2133,1148,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
