2005-11-10 17:32,Name,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex
12071,ÄáÄ¿·¯ ¾Æ¸Ó +1,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103,103,0,0,0,0,0,0,1622,12072
12072,ÄáÄ¿·¯ ¾Æ¸Ó +2,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2752,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,106,106,0,0,0,0,0,0,12071,12073
12073,ÄáÄ¿·¯ ¾Æ¸Ó +3,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,110,110,0,0,0,0,0,0,12072,12074
12074,ÄáÄ¿·¯ ¾Æ¸Ó +4,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2754,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,116,116,0,0,0,0,0,0,12073,12075
12075,ÄáÄ¿·¯ ¾Æ¸Ó +5,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2755,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,124,124,0,0,0,0,0,0,12074,12076
12076,ÄáÄ¿·¯ ¾Æ¸Ó +6,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,134,134,0,0,0,0,0,0,12075,12077
12077,ÄáÄ¿·¯ ¾Æ¸Ó +7,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2757,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,144,144,0,0,0,0,0,0,12076,12078
12078,ÄáÄ¿·¯ ¾Æ¸Ó +8,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2758,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,154,154,0,0,0,0,0,0,12077,12079
12079,ÄáÄ¿·¯ ¾Æ¸Ó +9,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,61,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,164,164,0,0,0,0,0,0,12078,0
1623,¹ßµ¥¸£ ¾Æ¸Ó,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2760,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,0,0,0,0,0,0,0,12101
12101,¹ßµ¥¸£ ¾Æ¸Ó +1,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,163,0,0,0,0,0,0,1623,12102
12102,¹ßµ¥¸£ ¾Æ¸Ó +2,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,166,166,0,0,0,0,0,0,12101,12103
12103,¹ßµ¥¸£ ¾Æ¸Ó +3,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2763,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,170,170,0,0,0,0,0,0,12102,12104
12104,¹ßµ¥¸£ ¾Æ¸Ó +4,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,176,176,0,0,0,0,0,0,12103,12105
12105,¹ßµ¥¸£ ¾Æ¸Ó +5,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,184,184,0,0,0,0,0,0,12104,12106
12106,¹ßµ¥¸£ ¾Æ¸Ó +6,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,194,194,0,0,0,0,0,0,12105,12107
12107,¹ßµ¥¸£ ¾Æ¸Ó +7,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2767,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,204,204,0,0,0,0,0,0,12106,12108
12108,¹ßµ¥¸£ ¾Æ¸Ó +8,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2768,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,214,214,0,0,0,0,0,0,12107,12109
12109,¹ßµ¥¸£ ¾Æ¸Ó +9,3,5,1,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,88,10302,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,54,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,224,224,0,0,0,0,0,0,12108,0
1651,¹ßÅ°¸® ÆÒÃ÷,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2770,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,12561
12561,¹ßÅ°¸® ÆÒÃ÷ +1,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2771,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,47,0,0,0,0,0,0,1651,12562
12562,¹ßÅ°¸® ÆÒÃ÷ +2,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2772,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50,50,0,0,0,0,0,0,12561,12563
12563,¹ßÅ°¸® ÆÒÃ÷ +3,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,54,54,0,0,0,0,0,0,12562,12564
12564,¹ßÅ°¸® ÆÒÃ÷ +4,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2774,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,31,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,59,59,0,0,0,0,0,0,12563,12565
12565,¹ßÅ°¸® ÆÒÃ÷ +5,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,31,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,65,65,0,0,0,0,0,0,12564,12566
12566,¹ßÅ°¸® ÆÒÃ÷ +6,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,31,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,72,72,0,0,0,0,0,0,12565,12567
12567,¹ßÅ°¸® ÆÒÃ÷ +7,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,31,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,79,79,0,0,0,0,0,0,12566,12568
12568,¹ßÅ°¸® ÆÒÃ÷ +8,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,31,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,86,86,0,0,0,0,0,0,12567,12569
12569,¹ßÅ°¸® ÆÒÃ÷ +9,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,46,3015,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7,27,4,31,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,93,93,0,0,0,0,0,0,12568,0
1652,¾Æ±×´Ï½º ÆÒÃ÷,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2780,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,12571
12571,¾Æ±×´Ï½º ÆÒÃ÷ +1,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,58,0,0,0,0,0,0,1652,12572
12572,¾Æ±×´Ï½º ÆÒÃ÷ +2,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2782,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,61,61,0,0,0,0,0,0,12571,12573
12573,¾Æ±×´Ï½º ÆÒÃ÷ +3,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2783,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,65,65,0,0,0,0,0,0,12572,12574
12574,¾Æ±×´Ï½º ÆÒÃ÷ +4,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,31,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,70,70,0,0,0,0,0,0,12573,12575
12575,¾Æ±×´Ï½º ÆÒÃ÷ +5,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2785,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,31,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,76,76,0,0,0,0,0,0,12574,12576
12576,¾Æ±×´Ï½º ÆÒÃ÷ +6,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,31,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,83,83,0,0,0,0,0,0,12575,12577
12577,¾Æ±×´Ï½º ÆÒÃ÷ +7,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,31,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,90,90,0,0,0,0,0,0,12576,12578
12578,¾Æ±×´Ï½º ÆÒÃ÷ +8,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,31,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,97,97,0,0,0,0,0,0,12577,12579
12579,¾Æ±×´Ï½º ÆÒÃ÷ +9,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,58,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,9,24,6,31,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,104,104,0,0,0,0,0,0,12578,0
1653,¿À½ºÅ×¶ó ÆÒÃ÷,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2790,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,12601
12601,¿À½ºÅ×¶ó ÆÒÃ÷ +1,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2791,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92,92,0,0,0,0,0,0,1653,12602
12602,¿À½ºÅ×¶ó ÆÒÃ÷ +2,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2792,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,95,95,0,0,0,0,0,0,12601,12603
12603,¿À½ºÅ×¶ó ÆÒÃ÷ +3,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2793,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,99,99,0,0,0,0,0,0,12602,12604
12604,¿À½ºÅ×¶ó ÆÒÃ÷ +4,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,31,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,104,104,0,0,0,0,0,0,12603,12605
12605,¿À½ºÅ×¶ó ÆÒÃ÷ +5,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2795,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,31,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,110,110,0,0,0,0,0,0,12604,12606
12606,¿À½ºÅ×¶ó ÆÒÃ÷ +6,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2796,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,31,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,117,117,0,0,0,0,0,0,12605,12607
12607,¿À½ºÅ×¶ó ÆÒÃ÷ +7,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2797,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,31,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,124,124,0,0,0,0,0,0,12606,12608
12608,¿À½ºÅ×¶ó ÆÒÃ÷ +8,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2798,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,31,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,131,131,0,0,0,0,0,0,12607,12609
12609,¿À½ºÅ×¶ó ÆÒÃ÷ +9,3,5,2,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,82,7118,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2799,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,27,24,8,31,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,138,138,0,0,0,0,0,0,12608,0
1681,¹ßÅ°¸® ±Û·¯ºê,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,13101
13101,¹ßÅ°¸® ±Û·¯ºê +1,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,27,0,0,0,0,0,0,1681,13102
13102,¹ßÅ°¸® ±Û·¯ºê +2,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,29,0,0,0,0,0,0,13101,13103
13103,¹ßÅ°¸® ±Û·¯ºê +3,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,31,0,0,0,0,0,0,13102,13104
13104,¹ßÅ°¸® ±Û·¯ºê +4,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,49,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,34,34,0,0,0,0,0,0,13103,13105
13105,¹ßÅ°¸® ±Û·¯ºê +5,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2805,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,49,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,37,37,0,0,0,0,0,0,13104,13106
13106,¹ßÅ°¸® ±Û·¯ºê +6,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,49,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,40,40,0,0,0,0,0,0,13105,13107
13107,¹ßÅ°¸® ±Û·¯ºê +7,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2807,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,49,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,45,45,0,0,0,0,0,0,13106,13108
13108,¹ßÅ°¸® ±Û·¯ºê +8,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2808,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,49,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,50,50,0,0,0,0,0,0,13107,13109
13109,¹ßÅ°¸® ±Û·¯ºê +9,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,1693,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2809,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,20,90,27,49,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,55,55,0,0,0,0,0,0,13108,0
1682,¾Æ±×´Ï½º ±Û·¯ºê,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,13111
13111,¾Æ±×´Ï½º ±Û·¯ºê +1,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,35,0,0,0,0,0,0,1682,13112
13112,¾Æ±×´Ï½º ±Û·¯ºê +2,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2812,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37,37,0,0,0,0,0,0,13111,13113
13113,¾Æ±×´Ï½º ±Û·¯ºê +3,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,39,0,0,0,0,0,0,13112,13114
13114,¾Æ±×´Ï½º ±Û·¯ºê +4,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,49,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,42,42,0,0,0,0,0,0,13113,13115
13115,¾Æ±×´Ï½º ±Û·¯ºê +5,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2815,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,49,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,45,45,0,0,0,0,0,0,13114,13116
13116,¾Æ±×´Ï½º ±Û·¯ºê +6,3,5,4,0,27,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,3881,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2816,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,27,89,42,49,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,48,48,0,0,0,0,0,0,13115,13117
